Payment_type,Credit_type,Invoice_amount,Customer_visit,Customer_Saisfaction
COD,NPL,121823,10,9
COD,NPL,72377,7,7
Cash,Contract,81887,7,8
COD,Offerings,110112,8,8
COD,Contract,160040,5,9
COD,Offerings,148802,10,8
COD,NPL,76812,3,9
COD,Offerings,194503,3,6
COD,Offerings,121931,10,8
COD,NPL,146936,9,8
Cash,NPL,96637,4,8
Cash,NPL,88419,9,8
GPay,Contract,60604,10,8
COD,Contract,111808,9,7
GPay,Contract,88293,7,8
COD,Contract,98596,9,8
COD,Offerings,178201,9,7
Cash,Offerings,170155,10,9
COD,Offerings,125678,4,7
GPay,Contract,129663,5,7
GPay,Offerings,180350,9,8
GPay,Contract,63363,5,7
Cash,NPL,198996,9,7
COD,Offerings,127317,8,9
COD,NPL,122329,5,9
Cash,NPL,145600,9,6
COD,Contract,159175,5,7
COD,Contract,129300,10,9
GPay,Contract,168879,7,8
COD,NPL,172936,5,6
GPay,Contract,134916,10,9
GPay,Contract,121556,7,6
GPay,Contract,168277,9,7
GPay,NPL,87597,3,6
Cash,Offerings,141295,5,8
COD,Contract,65216,5,8
GPay,NPL,177864,9,8
COD,NPL,110779,5,9
COD,NPL,57128,4,6
COD,Contract,117277,6,6
Cash,Offerings,153998,5,8
COD,Contract,160349,5,7
Cash,Contract,110320,4,7
COD,Offerings,92607,6,9
Cash,NPL,102858,5,6
COD,NPL,152705,7,6
GPay,Contract,58641,10,6
Cash,Offerings,180207,6,7
COD,Contract,104491,5,6
GPay,Contract,129726,6,8
GPay,Offerings,67295,8,9
Cash,Contract,186444,4,6
GPay,Offerings,104946,3,6
Cash,Offerings,87566,4,8
COD,NPL,106518,3,8
COD,Contract,198278,8,7
COD,Offerings,156087,3,7
Cash,Offerings,180503,6,7
GPay,NPL,148979,4,6
COD,NPL,83396,9,9
Cash,NPL,196099,9,7
Cash,Offerings,170274,3,8
GPay,Offerings,86217,10,7
GPay,Contract,148335,3,7
GPay,NPL,79812,10,6
GPay,Offerings,79523,3,7
COD,NPL,111963,6,7
GPay,Contract,87006,8,6
GPay,NPL,121263,7,6
Cash,Offerings,170532,7,9
Cash,NPL,195923,7,7
Cash,NPL,186678,8,6
GPay,Contract,124286,10,8
COD,Offerings,85239,10,6
COD,NPL,96935,9,6
Cash,NPL,152263,7,6
GPay,Contract,170669,8,7
GPay,Contract,109737,8,7
GPay,NPL,110602,5,8
Cash,Contract,54900,9,8
COD,Contract,165943,10,9
Cash,Contract,186627,4,6
GPay,Contract,142185,5,8
GPay,Offerings,157951,9,8
GPay,NPL,147375,8,8
COD,Offerings,160825,6,7
Cash,Offerings,173202,3,6
COD,NPL,178582,4,6
GPay,NPL,83496,5,6
COD,NPL,145674,7,7
COD,Offerings,143576,4,6
GPay,Offerings,177061,7,6
Cash,Contract,109396,5,7
Cash,Contract,155431,4,7
GPay,NPL,59178,3,9
COD,Contract,136054,4,8
Cash,Contract,146647,3,6
GPay,NPL,92578,3,9
COD,Offerings,190306,6,8
Cash,Contract,181969,5,9
GPay,Offerings,148407,8,6
COD,Contract,85170,10,6
COD,Offerings,150609,3,9
GPay,Offerings,178018,6,8
GPay,NPL,143570,7,6
GPay,NPL,76308,6,8
GPay,NPL,171149,7,6
COD,Contract,93101,3,8
Cash,Contract,198628,9,7
GPay,Offerings,50115,10,6
GPay,NPL,171485,8,8
Cash,NPL,170529,10,6
COD,Offerings,171792,6,7
Cash,NPL,67990,5,6
COD,Contract,98378,3,9
COD,NPL,88424,5,7
Cash,Contract,178097,8,9
COD,Contract,188648,7,8
GPay,Contract,150079,3,9
Cash,NPL,69827,5,7
Cash,NPL,106319,8,8
Cash,NPL,161814,7,9
Cash,Offerings,157829,3,8
COD,NPL,171137,7,8
COD,Contract,78400,8,7
Cash,Contract,97323,7,7
GPay,Offerings,110534,10,6
COD,NPL,98976,6,6
GPay,Contract,122730,8,8
Cash,Offerings,99841,7,9
COD,NPL,191489,4,6
COD,Offerings,114614,5,7
COD,Offerings,135373,3,7
Cash,NPL,102616,7,8
COD,Offerings,105369,3,6
COD,Contract,97090,9,9
COD,NPL,139353,7,6
COD,NPL,179860,6,9
Cash,Contract,154593,4,7
GPay,Contract,179973,10,9
Cash,Contract,114538,7,6
GPay,Offerings,111354,8,7
COD,NPL,96731,5,9
COD,NPL,191543,3,8
Cash,Offerings,108877,4,9
GPay,NPL,185560,8,9
GPay,Contract,140024,9,7
Cash,Contract,93557,6,8
GPay,Offerings,194379,9,8
COD,Offerings,143252,5,8
GPay,NPL,56134,10,8
GPay,Contract,76460,5,7
COD,Contract,182175,7,6
GPay,NPL,156568,8,9
Cash,NPL,65728,9,7
Cash,Offerings,65096,8,6
GPay,Offerings,79103,9,7
COD,Offerings,60449,5,8
COD,NPL,133177,4,7
COD,Contract,154768,9,8
GPay,Offerings,121589,3,6
GPay,NPL,109487,4,9
Cash,Offerings,191486,3,8
GPay,NPL,166523,9,8
GPay,Offerings,114041,6,6
GPay,Offerings,101309,8,9
Cash,Contract,111837,7,7
Cash,Contract,155627,8,8
Cash,Offerings,160465,3,6
Cash,Offerings,57798,4,9
COD,Offerings,53104,10,7
GPay,Offerings,177536,3,8
COD,Contract,186267,9,6
COD,Offerings,86325,9,7
GPay,Offerings,63054,4,9
Cash,Offerings,68155,7,6
GPay,Contract,173405,3,8
GPay,Contract,194903,3,9
Cash,Contract,126766,4,9
COD,Offerings,183848,3,6
Cash,Contract,186002,8,6
GPay,NPL,85299,3,6
COD,Contract,152530,7,9
GPay,Offerings,91893,10,9
GPay,Offerings,130094,5,7
GPay,Contract,162685,8,8
COD,Offerings,181664,3,7
GPay,Contract,57310,3,9
GPay,NPL,112761,6,8
GPay,NPL,140104,7,9
GPay,Offerings,194007,9,9
COD,Contract,140164,8,8
Cash,Offerings,149465,8,7
Cash,Offerings,125438,6,8
GPay,Offerings,192823,9,9
GPay,Offerings,94218,8,8
GPay,NPL,155106,10,7
Cash,NPL,143515,8,7
GPay,Offerings,85894,5,9
COD,Offerings,150227,10,6
GPay,Offerings,141999,4,7
GPay,NPL,110349,9,6
Cash,NPL,75123,6,7
COD,Contract,117115,10,9
Cash,NPL,79513,5,7
Cash,NPL,105421,10,8
COD,NPL,70099,8,6
COD,Offerings,96610,3,8
GPay,Contract,154747,9,6
GPay,Offerings,87703,6,8
COD,NPL,105089,4,7
GPay,NPL,191731,7,9
Cash,NPL,162686,6,8
GPay,NPL,118313,10,9
COD,Contract,74512,4,7
COD,NPL,75144,5,9
COD,Offerings,165542,4,6
Cash,Contract,52918,10,9
Cash,Contract,101379,7,8
GPay,Contract,198810,3,6
Cash,Offerings,92215,10,6
GPay,Offerings,83207,10,6
Cash,Offerings,170172,8,9
GPay,Offerings,127786,4,9
Cash,NPL,78312,8,9
Cash,NPL,104601,9,9
GPay,Contract,114056,9,9
GPay,NPL,90959,7,8
Cash,Contract,169468,4,6
Cash,Contract,82433,4,9
COD,Contract,87323,5,7
COD,Offerings,113408,9,9
GPay,Contract,199812,4,8
COD,Offerings,93271,4,9
Cash,Contract,85348,7,6
GPay,NPL,107125,5,9
COD,Offerings,122986,8,6
GPay,Offerings,158759,9,7
GPay,Offerings,59744,9,7
GPay,Offerings,86672,9,7
Cash,Offerings,116434,9,8
Cash,Contract,53704,9,8
GPay,Offerings,134932,5,7
Cash,NPL,53011,4,8
COD,Offerings,89349,7,7
COD,Contract,160463,9,7
Cash,Offerings,151186,10,6
COD,Contract,198674,10,9
GPay,Contract,175892,5,9
Cash,Offerings,127957,7,8
GPay,Offerings,192106,10,8
Cash,Offerings,163881,10,9
COD,Offerings,51554,6,8
GPay,Offerings,154403,5,9
COD,NPL,198795,10,7
GPay,Offerings,157703,9,9
GPay,Contract,156943,7,8
GPay,Contract,57586,4,7
GPay,Contract,61165,8,8
COD,NPL,189576,9,6
GPay,Contract,197408,5,9
Cash,Contract,79082,9,9
Cash,NPL,69878,10,7
Cash,Offerings,182210,7,6
COD,Contract,66423,9,7
COD,Contract,63778,8,8
Cash,NPL,115386,3,7
COD,Offerings,132900,6,9
Cash,Offerings,132112,5,9
COD,Contract,148581,10,9
Cash,Offerings,181629,7,9
GPay,Contract,68974,10,7
COD,Offerings,165682,9,6
COD,Contract,181732,3,7
Cash,Contract,179318,6,7
COD,Offerings,69136,5,6
COD,Contract,104483,6,6
Cash,Offerings,123426,6,7
GPay,Offerings,132162,9,9
Cash,Offerings,177052,6,8
COD,Offerings,88269,8,7
GPay,Contract,138646,10,8
Cash,Contract,176467,4,6
COD,NPL,159039,4,7
COD,NPL,103374,7,7
Cash,NPL,115370,6,8
Cash,Contract,121296,6,9
Cash,Contract,79957,8,6
Cash,Offerings,86329,4,7
GPay,NPL,148282,10,8
COD,Offerings,154471,8,8
GPay,NPL,197564,6,8
GPay,Offerings,191702,9,6
GPay,NPL,149766,8,6
COD,Contract,114891,3,9
Cash,Contract,87632,7,7
Cash,Contract,90264,5,6
COD,NPL,191361,4,6
GPay,NPL,98427,3,9
Cash,Contract,124936,10,8
COD,Contract,141168,3,9
Cash,NPL,152778,4,6
Cash,Contract,139901,9,9
GPay,Offerings,119385,6,7
GPay,Offerings,170460,4,8
Cash,Contract,116337,10,6
COD,NPL,161028,3,9
COD,NPL,111618,6,7
GPay,Contract,83424,6,8
GPay,Offerings,171598,7,8
Cash,Offerings,66867,7,6
Cash,Contract,172733,9,8
COD,Offerings,140192,7,9
Cash,Contract,88838,3,6
Cash,Offerings,149478,9,8
Cash,Offerings,95585,3,7
COD,Contract,54461,10,6
Cash,NPL,154190,9,8
GPay,Offerings,67939,7,9
Cash,NPL,149191,5,7
GPay,NPL,70244,7,7
COD,Contract,96166,4,8
GPay,Contract,137981,5,7
COD,Contract,144071,7,8
COD,NPL,85196,6,7
Cash,NPL,57941,8,6
Cash,NPL,74430,3,7
Cash,Offerings,189464,8,6
GPay,Contract,130256,9,9
GPay,Offerings,67936,9,7
COD,Offerings,125504,5,9
GPay,NPL,196193,8,9
COD,Offerings,117395,5,7
GPay,Contract,153121,6,9
Cash,NPL,183529,10,8
Cash,NPL,191181,5,7
Cash,Contract,199152,9,7
COD,Contract,169306,3,6
COD,Contract,124003,5,7
Cash,Contract,112588,6,7
GPay,Offerings,193905,3,8
COD,Contract,180040,10,8
COD,NPL,94134,9,9
Cash,NPL,89616,7,9
COD,Contract,175157,7,7
COD,Offerings,124251,10,9
Cash,Offerings,85576,10,8
COD,NPL,157519,3,9
COD,Contract,120977,5,6
Cash,Contract,183516,8,6
COD,Contract,53221,10,6
COD,Contract,86597,3,8
GPay,Offerings,134131,9,8
GPay,Offerings,150298,8,6
Cash,Contract,149275,5,7
COD,NPL,193048,3,6
COD,Offerings,139743,3,7
Cash,Contract,107226,3,6
Cash,Offerings,73117,10,6
GPay,NPL,135916,9,8
COD,NPL,75526,7,8
Cash,Offerings,73468,10,7
COD,Offerings,58469,7,6
Cash,NPL,111569,8,6
GPay,Contract,70439,7,8
GPay,Offerings,154960,8,7
GPay,Contract,127167,10,8
COD,Offerings,118220,8,9
GPay,Contract,153596,3,8
GPay,Contract,63010,9,7
COD,Contract,86764,10,8
Cash,Contract,109049,9,8
GPay,Contract,85443,6,8
Cash,Contract,116892,6,7
GPay,Contract,83013,6,9
GPay,NPL,154419,9,6
GPay,Offerings,111998,4,8
COD,NPL,57518,5,9
COD,Offerings,75416,3,9
COD,NPL,195529,6,8
Cash,NPL,72171,7,8
GPay,Contract,101261,9,7
GPay,Contract,120676,3,9
GPay,Offerings,192344,4,7
Cash,Contract,129940,7,8
Cash,Contract,53370,8,8
GPay,Offerings,123887,6,6
COD,Contract,159419,10,7
COD,Contract,156720,3,8
COD,Offerings,192972,9,8
Cash,NPL,168147,6,8
GPay,Offerings,139313,7,6
Cash,Offerings,159836,3,8
COD,Contract,101553,5,9
Cash,NPL,124328,7,7
COD,Contract,124840,4,9
COD,NPL,169712,4,9
GPay,NPL,66420,9,7
Cash,Offerings,94291,4,6
GPay,Offerings,110131,10,6
Cash,Contract,87742,8,7
COD,Offerings,106461,7,7
Cash,Contract,54186,9,9
COD,NPL,109606,9,8
GPay,Offerings,144457,7,8
COD,Offerings,184006,10,9
Cash,Offerings,78079,3,6
GPay,NPL,98887,4,7
COD,NPL,181017,8,6
GPay,NPL,192070,5,8
GPay,Offerings,161069,7,9
COD,Offerings,61737,10,8
COD,Offerings,180500,3,8
COD,Contract,131622,6,8
GPay,NPL,189985,8,8
COD,Contract,75643,8,8
Cash,Contract,95014,8,9
GPay,Contract,78530,7,9
COD,NPL,182895,6,9
Cash,Offerings,177130,3,8
Cash,NPL,55233,10,6
COD,Offerings,114852,7,6
COD,Offerings,123077,7,6
COD,Contract,141787,9,9
Cash,NPL,182719,5,9
Cash,Offerings,157487,5,7
Cash,NPL,123208,10,9
GPay,NPL,60604,3,7
COD,NPL,137307,9,8
GPay,Offerings,115394,8,9
Cash,Contract,189924,4,8
COD,Offerings,162194,5,6
Cash,Contract,115740,6,7
Cash,NPL,178457,9,7
Cash,Offerings,139830,10,9
COD,Offerings,99629,6,8
COD,Contract,195814,9,7
COD,Contract,67866,10,8
COD,NPL,157243,3,9
GPay,NPL,128242,4,6
Cash,Contract,192767,9,8
COD,Contract,174605,9,7
COD,Contract,104107,9,9
COD,Contract,189712,10,9
Cash,NPL,186489,6,7
Cash,Contract,137044,10,7
GPay,NPL,128863,8,8
GPay,Offerings,121664,10,8
COD,Contract,79513,4,7
GPay,Contract,52467,7,9
GPay,Contract,82450,9,7
Cash,NPL,121013,10,9
Cash,Contract,103570,10,6
Cash,Contract,163390,9,9
COD,NPL,117180,9,6
COD,NPL,155103,6,7
Cash,Offerings,90078,7,9
GPay,NPL,127648,7,9
COD,Contract,104602,3,7
Cash,NPL,68774,4,9
Cash,NPL,184820,4,7
COD,NPL,176486,8,8
COD,Contract,129871,7,9
COD,Offerings,94571,4,8
COD,Offerings,167205,5,6
Cash,Contract,90401,3,8
COD,Offerings,54402,8,8
COD,NPL,91454,10,9
GPay,Offerings,60728,6,9
COD,Offerings,73529,6,7
Cash,NPL,78575,6,9
Cash,NPL,128604,9,7
COD,NPL,136526,6,8
COD,NPL,63720,6,6
GPay,Offerings,111937,6,6
Cash,NPL,115045,9,7
COD,NPL,106360,8,7
COD,NPL,112030,4,7
GPay,Contract,127535,9,6
Cash,NPL,185028,4,6
Cash,Offerings,59619,5,8
GPay,Offerings,70066,3,6
COD,NPL,156062,3,9
COD,Offerings,149141,8,8
Cash,Offerings,52177,9,8
COD,Offerings,73998,4,7
COD,NPL,162407,6,6
Cash,Offerings,113270,3,8
COD,NPL,199065,5,7
Cash,Contract,54506,9,9
COD,Offerings,54522,8,8
COD,Offerings,185116,9,9
GPay,Contract,119796,9,6
Cash,Contract,194876,9,8
COD,Offerings,189526,8,9
COD,Contract,139735,8,6
COD,NPL,100360,9,8
Cash,Contract,115264,4,8
COD,Contract,132785,3,6
COD,Contract,191783,8,9
GPay,Contract,90334,7,8
COD,NPL,76912,8,8
GPay,NPL,89976,5,7
Cash,Offerings,105972,5,9
GPay,Contract,137091,5,7
Cash,Contract,117897,9,7
GPay,Offerings,106566,6,9
COD,NPL,59086,10,7
COD,Offerings,133481,3,6
GPay,Contract,72435,4,9
COD,Offerings,75625,5,6
GPay,Contract,51966,5,9
COD,Offerings,172966,5,9
GPay,Contract,111792,10,6
Cash,Offerings,89637,10,8
Cash,NPL,58571,10,6
Cash,NPL,68897,9,9
Cash,Offerings,79228,3,8
GPay,Contract,122724,5,9
Cash,NPL,158648,10,6
Cash,Contract,119923,6,6
GPay,NPL,137467,9,7
COD,NPL,50892,10,9
Cash,NPL,61289,3,6
COD,NPL,91332,6,7
GPay,Contract,74400,5,7
COD,Offerings,193224,10,9
Cash,Offerings,125233,4,6
Cash,NPL,153294,7,9
Cash,Contract,58303,4,7
COD,NPL,121625,7,9
COD,Offerings,147827,3,8
GPay,Contract,53345,6,9
GPay,NPL,191119,4,7
GPay,NPL,119592,5,6
Cash,Contract,138519,9,9
GPay,Contract,104386,8,7
COD,Contract,70942,8,6
Cash,Offerings,81411,5,7
COD,NPL,175274,9,9
Cash,Contract,142913,3,9
GPay,Offerings,184894,10,9
COD,Contract,186114,3,6
Cash,Contract,117144,10,8
COD,NPL,115530,8,9
GPay,Offerings,57064,9,8
COD,Contract,94388,3,7
COD,Offerings,172386,5,8
Cash,NPL,73702,10,8
Cash,Offerings,60853,9,6
GPay,NPL,176464,3,9
COD,Offerings,111154,7,8
Cash,NPL,72258,6,8
GPay,Contract,178565,6,8
COD,NPL,98711,7,8
Cash,NPL,124193,7,6
GPay,Offerings,144720,5,9
COD,Contract,90932,9,8
Cash,NPL,100841,8,7
COD,Offerings,185412,3,6
Cash,Contract,137456,6,9
COD,NPL,113002,7,7
COD,Offerings,55197,4,6
COD,Contract,65710,8,8
COD,NPL,149694,10,6
GPay,Offerings,193289,6,6
GPay,Offerings,93803,3,6
GPay,NPL,89928,9,7
COD,NPL,126452,9,7
Cash,Offerings,180966,6,6
Cash,Offerings,83525,5,9
Cash,Contract,198773,8,9
GPay,Contract,185796,10,6
COD,Offerings,104570,9,9
Cash,NPL,165029,8,6
Cash,NPL,108819,5,9
COD,NPL,189195,3,9
COD,NPL,158048,5,8
COD,Contract,109409,4,9
Cash,Offerings,66894,3,7
COD,Offerings,57708,10,6
COD,Contract,109396,7,8
COD,NPL,150318,4,6
Cash,Offerings,171900,3,8
Cash,Contract,192132,9,7
Cash,Contract,96665,9,7
Cash,Offerings,126383,9,8
COD,Offerings,68958,4,7
COD,NPL,127554,10,6
GPay,Contract,172856,9,7
Cash,NPL,131345,5,7
Cash,Offerings,171375,5,9
COD,Offerings,66433,3,9
COD,Offerings,124513,6,8
GPay,Offerings,165049,8,8
Cash,Offerings,57843,4,7
GPay,NPL,82379,5,8
GPay,NPL,173821,8,8
COD,Offerings,194939,10,7
COD,Contract,93188,7,7
COD,Offerings,139906,5,7
GPay,Offerings,87807,7,8
Cash,Contract,182817,4,6
COD,Offerings,98422,9,6
COD,NPL,64001,9,6
GPay,Offerings,143938,6,6
COD,NPL,157636,9,8
Cash,Contract,72478,9,6
Cash,NPL,71063,9,7
GPay,Offerings,161851,10,8
Cash,Offerings,103416,3,7
GPay,Offerings,167341,5,8
GPay,Contract,169206,7,8
Cash,Contract,102306,5,9
Cash,NPL,91377,4,9
COD,Offerings,181556,10,9
COD,Contract,122545,4,8
Cash,Offerings,84436,9,9
Cash,Contract,78193,6,8
Cash,NPL,112115,4,7
Cash,Offerings,197932,7,8
COD,NPL,78907,8,8
Cash,Offerings,99887,6,9
Cash,NPL,79006,9,7
Cash,Offerings,151492,3,9
GPay,Offerings,83662,10,9
Cash,Contract,88208,4,6
Cash,Contract,199888,5,6
GPay,Offerings,63220,3,8
COD,Offerings,157898,9,7
Cash,NPL,175761,5,9
COD,Offerings,65068,4,7
Cash,Contract,68748,10,9
COD,Offerings,173698,3,7
GPay,Contract,181459,6,6
Cash,Contract,86394,6,8
GPay,Contract,118693,4,9
Cash,NPL,95552,9,6
Cash,NPL,88254,8,8
COD,Offerings,56212,3,9
COD,Contract,131581,9,9
COD,NPL,122828,3,7
GPay,NPL,181779,3,7
COD,Contract,111392,5,9
Cash,Offerings,175037,9,6
Cash,NPL,175813,8,6
Cash,NPL,59842,6,8
COD,Contract,98546,7,8
GPay,Offerings,86491,8,7
GPay,NPL,161560,9,8
COD,Contract,179774,3,7
GPay,Offerings,92436,5,6
Cash,Offerings,109171,3,6
COD,Offerings,185298,7,7
Cash,Offerings,124369,4,6
Cash,Offerings,105008,8,7
GPay,Offerings,152674,10,6
COD,Contract,58974,5,6
Cash,NPL,130209,9,8
GPay,Offerings,194124,9,8
COD,Contract,122280,8,8
Cash,Contract,77461,8,6
COD,NPL,198891,8,6
Cash,Offerings,150037,9,8
COD,Offerings,197459,9,7
COD,Offerings,99221,7,6
GPay,Contract,106803,10,9
GPay,NPL,178825,8,6
Cash,Offerings,55460,10,7
GPay,Contract,179801,3,7
GPay,Offerings,81086,10,8
COD,Offerings,74281,10,8
GPay,Contract,153773,9,8
GPay,Offerings,80924,8,8
GPay,Offerings,161860,4,7
Cash,NPL,100578,9,8
GPay,NPL,76019,8,7
COD,NPL,145183,4,8
GPay,Offerings,155370,9,7
GPay,NPL,171637,8,7
Cash,NPL,67620,10,6
GPay,Offerings,177020,4,7
GPay,Offerings,149512,9,8
GPay,NPL,71514,7,9
COD,Contract,63272,7,6
GPay,Contract,84830,7,6
Cash,Offerings,88594,7,6
COD,Contract,70939,4,7
Cash,NPL,145764,7,7
GPay,NPL,60105,8,9
COD,Contract,152442,4,6
COD,Contract,52967,10,8
GPay,NPL,110086,3,7
Cash,Offerings,176796,5,7
Cash,NPL,134844,8,8
Cash,NPL,153308,4,6
GPay,NPL,76781,4,7
Cash,NPL,165487,6,9
Cash,NPL,92850,4,8
Cash,Offerings,166953,4,7
Cash,NPL,135798,3,9
Cash,NPL,156159,9,8
Cash,Offerings,153847,6,9
Cash,NPL,193772,3,8
GPay,Offerings,102070,8,8
Cash,Contract,185092,7,8
COD,Contract,71243,5,7
Cash,Offerings,73055,4,9
GPay,Contract,136199,6,9
Cash,Offerings,54353,7,6
GPay,Offerings,150958,9,7
Cash,NPL,180804,4,8
Cash,Offerings,169837,3,9
GPay,NPL,165189,10,8
Cash,Offerings,159655,6,6
Cash,Offerings,142687,10,8
COD,Offerings,112312,8,6
COD,NPL,187576,7,7
COD,NPL,171036,5,7
GPay,NPL,115850,10,9
Cash,Contract,149260,8,7
Cash,NPL,182060,9,7
GPay,Contract,138340,5,8
Cash,NPL,111236,8,7
Cash,Contract,93838,9,8
Cash,Contract,179669,8,7
GPay,NPL,100512,5,9
GPay,Offerings,135052,10,7
COD,Offerings,108250,8,9
Cash,NPL,123258,5,6
Cash,NPL,79838,6,8
GPay,Offerings,65052,4,6
COD,NPL,111370,8,9
Cash,NPL,65399,10,7
COD,Offerings,91087,7,7
COD,NPL,174324,5,9
COD,NPL,171299,5,8
Cash,Contract,192421,9,8
COD,Contract,77633,10,6
COD,Offerings,58780,7,6
GPay,NPL,91391,10,9
COD,Contract,85647,9,9
COD,Contract,116383,9,6
Cash,NPL,67838,3,8
Cash,NPL,126850,9,9
Cash,NPL,178452,7,7
GPay,Offerings,188292,10,9
GPay,NPL,179889,7,9
Cash,Contract,162927,7,6
COD,Offerings,139977,4,6
Cash,NPL,51410,7,9
Cash,Offerings,91927,4,9
Cash,Contract,171851,4,8
GPay,Contract,71498,3,7
GPay,NPL,52722,3,6
COD,Offerings,54791,4,8
GPay,Offerings,195002,9,6
COD,Contract,146111,9,8
Cash,Contract,165522,3,9
COD,Offerings,174187,6,6
GPay,Contract,127898,3,8
GPay,Contract,122444,9,6
GPay,Contract,153372,8,6
COD,Contract,78276,3,8
COD,NPL,80471,10,8
GPay,Contract,153722,6,8
Cash,Offerings,105452,9,8
GPay,NPL,181585,6,6
GPay,Contract,52734,9,6
Cash,Contract,59640,3,8
COD,NPL,94351,10,7
Cash,Contract,143779,5,7
Cash,NPL,174159,3,7
Cash,Offerings,149849,7,9
Cash,NPL,63505,3,6
GPay,Offerings,180414,8,7
GPay,Contract,53718,9,8
Cash,NPL,66071,4,9
GPay,Offerings,65574,10,9
Cash,NPL,87215,9,7
COD,NPL,84900,9,6
COD,NPL,185302,3,9
Cash,Contract,127615,9,8
COD,NPL,64332,3,9
GPay,Contract,199046,3,8
GPay,NPL,91017,9,8
GPay,Offerings,191499,8,9
GPay,NPL,77411,10,7
Cash,NPL,147054,10,7
GPay,Offerings,195929,10,6
COD,Contract,142443,8,9
Cash,NPL,118213,5,6
COD,Offerings,90179,10,7
COD,Contract,133365,8,8
GPay,Contract,122162,9,8
COD,Contract,75837,7,9
GPay,NPL,70633,3,7
Cash,Contract,185204,8,7
COD,Contract,136367,5,6
Cash,Contract,196135,9,6
Cash,Contract,155588,3,8
COD,NPL,179206,5,8
GPay,Offerings,55532,3,7
Cash,Offerings,132272,6,8
Cash,Contract,158559,10,6
COD,NPL,69139,4,6
GPay,NPL,53326,3,6
Cash,Offerings,191733,9,9
GPay,NPL,160917,5,8
COD,Contract,166151,5,7
Cash,Offerings,142041,10,9
COD,Contract,83755,7,9
GPay,Offerings,90906,7,6
Cash,Offerings,99959,9,7
Cash,NPL,123071,6,7
COD,NPL,191808,6,9
COD,NPL,162543,5,8
Cash,Offerings,101003,3,9
GPay,Contract,145086,5,8
COD,Contract,147581,4,8
Cash,NPL,183236,5,8
COD,NPL,72087,6,6
COD,Contract,147382,9,6
COD,Offerings,61546,7,6
COD,Contract,85301,6,7
Cash,NPL,50840,3,9
GPay,Offerings,112298,9,7
COD,Contract,180610,7,7
COD,Contract,161753,3,6
Cash,Contract,128271,10,7
COD,NPL,116527,6,9
COD,Offerings,102698,7,7
Cash,NPL,116251,9,9
COD,Offerings,55107,8,8
COD,Offerings,163936,9,7
COD,Contract,169738,3,8
GPay,Contract,102719,6,6
Cash,NPL,140376,9,8
COD,Offerings,61404,7,8
Cash,NPL,99958,5,9
GPay,Contract,133174,7,8
COD,Offerings,193133,5,7
GPay,Offerings,161649,5,7
GPay,Contract,82384,10,9
COD,NPL,155987,4,8
COD,Contract,69967,10,7
Cash,NPL,179902,4,9
GPay,Offerings,97792,5,8
COD,Contract,154233,7,9
Cash,Contract,195066,7,9
Cash,Offerings,195500,10,9
GPay,NPL,68816,7,6
COD,Offerings,174924,3,7
Cash,NPL,74797,3,6
COD,Contract,193438,5,8
COD,Contract,95424,3,6
GPay,NPL,53903,3,7
COD,Offerings,139335,5,8
COD,NPL,193510,8,6
COD,Offerings,151669,5,7
GPay,Offerings,103373,6,8
GPay,Contract,176434,10,8
Cash,Contract,57192,4,6
GPay,NPL,126114,10,6
Cash,Offerings,82377,9,9
COD,NPL,90942,10,6
GPay,NPL,128379,9,6
Cash,NPL,62409,10,7
Cash,Contract,91009,4,7
COD,Offerings,156349,8,6
Cash,NPL,110685,6,8
GPay,Contract,80260,9,7
Cash,NPL,154932,7,7
Cash,Contract,154752,4,6
Cash,NPL,149219,8,7
COD,Contract,88828,9,8
GPay,Offerings,149812,8,8
GPay,Contract,154616,7,6
COD,NPL,102433,10,8
GPay,Contract,86713,3,7
GPay,Offerings,60688,6,6
COD,NPL,122794,10,8
Cash,NPL,139336,3,6
Cash,Contract,87547,5,7
Cash,NPL,138614,8,6
Cash,NPL,181304,9,7
Cash,NPL,53962,3,9
Cash,Contract,107593,7,8
GPay,NPL,198882,7,9
GPay,Offerings,183810,8,6
Cash,NPL,124383,4,8
COD,NPL,98963,3,6
Cash,NPL,89546,6,8
GPay,Contract,119499,6,8
COD,Contract,96413,6,7
Cash,NPL,135633,10,8
GPay,Offerings,147789,3,6
Cash,Contract,128790,4,9
COD,Contract,92300,9,9
COD,Offerings,169955,8,6
GPay,Offerings,73210,6,7
GPay,NPL,189075,10,7
GPay,Contract,153212,8,6
Cash,Contract,69732,6,6
Cash,Contract,147061,4,8
Cash,NPL,150385,10,7
COD,Contract,86816,8,7
GPay,Offerings,116162,8,7
COD,NPL,147020,6,6
GPay,NPL,159461,9,8
COD,Contract,56970,4,8
Cash,Offerings,132446,8,8
COD,Offerings,117514,4,7
Cash,NPL,98401,7,7
Cash,Contract,79785,10,9
Cash,Offerings,162410,6,6
Cash,Offerings,66974,7,9
GPay,Contract,77889,3,6
GPay,Offerings,156267,7,8
COD,NPL,76149,10,7
COD,Offerings,119406,8,7
Cash,Offerings,126565,7,9
COD,Contract,97637,8,8
GPay,NPL,148502,7,7
GPay,NPL,146859,6,7
GPay,Contract,191165,8,6
COD,NPL,103249,9,9
GPay,NPL,149104,6,8
COD,Offerings,179137,9,9
COD,NPL,159139,10,7
Cash,Contract,67352,8,6
